sqft_m2,price,discount,link,rooms,address,date
280.0,1900.0,0,http://idealista.com/inmueble/36279346/,8,"Dúplex en calle San Antón, 3, Casco Antiguo, Pamplona/Iruña",2017-10-05
190.0,1500.0,0,http://idealista.com/inmueble/38228027/,5,"avenida de Pío XII, Iturrama, Pamplona/Iruña",2017-10-05
120.0,1200.0,0,http://idealista.com/inmueble/33474521/,4,"escaleras de erletokieta, Iturrama, Pamplona/Iruña",2017-10-05
95.0,850.0,0,http://idealista.com/inmueble/36424106/,4,"calle Abejeras, 37, Milagrosa, Pamplona/Iruña",2017-10-05
125.0,850.0,0,http://idealista.com/inmueble/35443325/,4,"plaza Félix Huarte, 3, Iturrama, Pamplona/Iruña",2017-10-05
350.0,2500.0,0,http://idealista.com/inmueble/37363681/,3,"Ático en avenida de Bayona, 4, San Juan, Pamplona/Iruña",2017-10-05
154.0,900.0,0,http://idealista.com/inmueble/37316831/,4,"calle Pedro I, 19, Iturrama, Pamplona/Iruña",2017-10-05
140.0,1200.0,0,http://idealista.com/inmueble/36715186/,4,"paseo García el de Nájera, 3, Iturrama, Pamplona/Iruña",2017-10-05
95.0,675.0,0,http://idealista.com/inmueble/33958656/,4,"calle monte mendaur, 2, Milagrosa, Pamplona/Iruña",2017-10-05
140.0,1000.0,0,http://idealista.com/inmueble/35509617/,4,"calle Sancho Ramírez, 35, Iturrama, Pamplona/Iruña",2017-10-05
76.0,850.0,0,http://idealista.com/inmueble/37006641/,2,"calle de Irunlarrea, 6, Mendebaldea, Pamplona/Iruña",2017-10-05
90.0,900.0,0,http://idealista.com/inmueble/37513840/,3,"calle de iturrama, 25, Iturrama, Pamplona/Iruña",2017-10-05
120.0,820.0,0,http://idealista.com/inmueble/37109760/,4,"calle Paulino Caballero, 24, 2º Ensanche, Pamplona/Iruña",2017-10-05
