"X,N,24,15","Y,N,24,15","id,C,254","url,C,254","longitude,N,24,15","latitude,N,24,15","found,C,254","revised,C,254","host-id,C,254","room_type,C,254","bedrooms,N,10,0","capacity,N,10,0","reviews,N,10,0","min_nights,N,10,0","price,N,10,0","FEATURE,N,10,0","BARRIO,C,254","SECCIONES,C,254","URL1,C,254","URL2,C,254","URL3,C,254","URLPDF1,C,254","URLPDF2,C,254","GEOM_AREA,N,24,15","GEOM_PERI,N,24,15","BEGINLIFE,C,254",distance,price_per_place,distance_normalized
-1.6779263367,42.803215686,airbnb6942130,https://www.airbnb.es/rooms/6942130,-1.6779263367,42.803215686,2017-08-14 02:15:09.673000,2017-09-27 21:14:47.787000,airbnb25428104,private_room,1,2,9,1,20,60100017,Etxabakoitz,"D 4 Iturrama (1-26, la 23 no existe): 12, 13, 26",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,1099443.07,5729.41,23/11/2015,0.0376894283,10,0.7084018081
-1.6773871048,42.8028155992,airbnb6805544,https://www.airbnb.es/rooms/6805544,-1.6773871048,42.8028155992,2017-08-14 02:15:24.323000,2017-09-27 21:14:51.615000,airbnb25428104,private_room,1,2,40,1,20,60100017,Etxabakoitz,"D 4 Iturrama (1-26, la 23 no existe): 12, 13, 26",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,1099443.07,5729.41,23/11/2015,0.0373369645,10,0.7017769815
-1.676805866,42.8026020107,airbnb6805193,https://www.airbnb.es/rooms/6805193,-1.676805866,42.8026020107,2017-08-14 02:15:16.943000,2017-09-27 21:14:58.697000,airbnb25428104,private_room,1,2,5,1,20,60100017,Etxabakoitz,"D 4 Iturrama (1-26, la 23 no existe): 12, 13, 26",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,1099443.07,5729.41,23/11/2015,0.0368818767,10,0.6932232559
-1.6775104813,42.8021576223,airbnb19010455,https://www.airbnb.es/rooms/19010455,-1.6775104813,42.8021576223,2017-08-14 02:15:24.323000,2017-09-27 21:15:02.011000,airbnb17565944,private_room,0,2,3,1,60,60100017,Etxabakoitz,"D 4 Iturrama (1-26, la 23 no existe): 12, 13, 26",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,1099443.07,5729.41,23/11/2015,0.0377040032,30,0.708675756
-1.6788268196,42.8026627149,airbnb3495274,https://www.airbnb.es/rooms/3495274,-1.6788268196,42.8026627149,2017-08-14 02:15:20.626000,2017-09-27 21:15:05.771000,airbnb17565944,private_room,1,2,16,1,70,60100017,Etxabakoitz,"D 4 Iturrama (1-26, la 23 no existe): 12, 13, 26",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,1099443.07,5729.41,23/11/2015,0.0387298109,35,0.7279566012
-1.6863362778,42.8071034585,airbnb13616275,https://www.airbnb.es/rooms/13616275,-1.6863362778,42.8071034585,2017-08-14 02:15:24.323000,2017-09-27 21:15:39.957000,airbnb78837839,private_room,1,2,4,1,90,60100017,San Jorge-Sanduzelai,"D 7 Arrotxapea (1-23): 10 a 14,  17,  20",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,1515130.6,8379.2,23/11/2015,0.0446124701,45,0.8385257064
-1.654389744,42.7988767715,airbnb19220476,https://www.airbnb.es/rooms/19220476,-1.654389744,42.7988767715,2017-08-14 02:33:06.371000,2017-09-27 21:17:32.364000,airbnb129253357,private_room,1,2,0,1,250,60100017,Iturrama,"D 4 Iturrama (1-26, la 23 no existe): 1, 3 a 10, 14 a 20, 22,  24",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,2405438.39,8323.44,23/11/2015,0.0214376945,125,0.4029379653
-1.6522897117,42.8026568699,airbnb19455403,https://www.airbnb.es/rooms/19455403,-1.6522897117,42.8026568699,2017-08-14 02:32:37.361000,2017-09-27 21:17:36.100000,airbnb8625023,private_room,1,2,1,1,60,60100017,Iturrama,"D 4 Iturrama (1-26, la 23 no existe): 1, 3 a 10, 14 a 20, 22,  24",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,2405438.39,8323.44,23/11/2015,0.0171242027,30,0.3218625675
-1.6525343863,42.7997873928,airbnb18610416,https://www.airbnb.es/rooms/18610416,-1.6525343863,42.7997873928,2017-08-14 02:32:37.361000,2017-09-27 21:17:39.639000,airbnb129253357,private_room,5,15,3,1,400,60100017,Iturrama,"D 4 Iturrama (1-26, la 23 no existe): 1, 3 a 10, 14 a 20, 22,  24",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,2405438.39,8323.44,23/11/2015,0.019698729,26.6666666667,0.3702527709
-1.6487112233,42.8031543694,airbnb7158000,https://www.airbnb.es/rooms/7158000,-1.6487112233,42.8031543694,2017-08-14 02:32:37.361000,2017-09-27 21:17:43.311000,airbnb37486284,entire_home,4,8,34,1,73,60100017,Iturrama,"D 4 Iturrama (1-26, la 23 no existe): 1, 3 a 10, 14 a 20, 22,  24",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,2405438.39,8323.44,23/11/2015,0.0149768858,9.125,0.2815020938
-1.6379787144,42.7971293708,airbnb18138509,https://www.airbnb.es/rooms/18138509,-1.6379787144,42.7971293708,2017-08-14 02:33:39.880000,2017-09-27 21:17:46.772000,airbnb88631373,entire_home,4,8,4,1,150,60100017,Milagrosa-Arrosadia,"D 5 Milagrosa (1-12): 1 a 7,   9 a 12",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,2525985.48,7648.39,23/11/2015,0.0203766195,18.75,0.382994244
-1.6378925224,42.7980405653,airbnb4266740,https://www.airbnb.es/rooms/4266740,-1.6378925224,42.7980405653,2017-08-14 02:34:27.553000,2017-09-27 21:17:50.852000,airbnb22109206,entire_home,3,6,1,4,110,60100017,Milagrosa-Arrosadia,"D 5 Milagrosa (1-12): 1 a 7,   9 a 12",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,2525985.48,7648.39,23/11/2015,0.0195142713,18.3333333333,0.3667857469
-1.6407306368,42.7972014537,airbnb16656456,https://www.airbnb.es/rooms/16656456,-1.6407306368,42.7972014537,2017-08-14 02:33:44.181000,2017-09-27 21:17:54.209000,airbnb63391678,private_room,1,2,3,1,40,60100017,Milagrosa-Arrosadia,"D 5 Milagrosa (1-12): 1 a 7,   9 a 12",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,2525985.48,7648.39,23/11/2015,0.0198317211,20,0.3727524593
-1.6416214311,42.8004305691,airbnb15468845,https://www.airbnb.es/rooms/15468845,-1.6416214311,42.8004305691,2017-08-14 02:33:39.880000,2017-09-27 21:17:58.065000,airbnb67913445,private_room,1,2,5,1,25,60100017,Milagrosa-Arrosadia,"D 5 Milagrosa (1-12): 1 a 7,   9 a 12",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,2525985.48,7648.39,23/11/2015,0.0165358015,12.5,0.3108031142
-1.6404127836,42.8033177684,airbnb17428709,https://www.airbnb.es/rooms/17428709,-1.6404127836,42.8033177684,2017-08-28 19:43:27.090000,2017-09-27 21:18:01.845000,airbnb47127279,private_room,1,2,2,1,44,60100017,Milagrosa-Arrosadia,"D 5 Milagrosa (1-12): 1 a 7,   9 a 12",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,2525985.48,7648.39,23/11/2015,0.0138162111,22,0.2596863194
-1.6406490022,42.8031908912,airbnb17428712,https://www.airbnb.es/rooms/17428712,-1.6406490022,42.8031908912,2017-08-28 19:43:23.133000,2017-09-27 21:18:05.654000,airbnb47127279,private_room,1,3,3,1,50,60100017,Milagrosa-Arrosadia,"D 5 Milagrosa (1-12): 1 a 7,   9 a 12",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,2525985.48,7648.39,23/11/2015,0.0139023634,16.6666666667,0.2613056195
-1.6408405152,42.8015799763,airbnb19308508,https://www.airbnb.es/rooms/19308508,-1.6408405152,42.8015799763,2017-08-28 19:43:19.087000,2017-09-27 21:18:08.546000,airbnb47127279,entire_home,4,6,0,1,300,60100017,Milagrosa-Arrosadia,"D 5 Milagrosa (1-12): 1 a 7,   9 a 12",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,2525985.48,7648.39,23/11/2015,0.015469948,50,0.290769577
-1.6422151528,42.802732618,airbnb17428711,https://www.airbnb.es/rooms/17428711,-1.6422151528,42.802732618,2017-08-28 19:43:30.983000,2017-09-27 21:18:12.020000,airbnb47127279,private_room,1,3,1,1,105,60100017,Milagrosa-Arrosadia,"D 5 Milagrosa (1-12): 1 a 7,   9 a 12",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,2525985.48,7648.39,23/11/2015,0.0142032048,35,0.2669601635
-1.6431485482,42.8027501698,airbnb3500111,https://www.airbnb.es/rooms/3500111,-1.6431485482,42.8027501698,2017-08-14 02:33:48.049000,2017-09-27 21:18:15.603000,airbnb17606183,private_room,1,2,76,1,15,60100017,Milagrosa-Arrosadia,"D 5 Milagrosa (1-12): 1 a 7,   9 a 12",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,2525985.48,7648.39,23/11/2015,0.0141767137,7.5,0.2664622434
-1.6430735993,42.8028624337,airbnb15475063,https://www.airbnb.es/rooms/15475063,-1.6430735993,42.8028624337,2017-08-14 02:33:52.154000,2017-09-27 21:18:18.619000,airbnb19254606,private_room,1,1,0,5,15,60100017,Milagrosa-Arrosadia,"D 5 Milagrosa (1-12): 1 a 7,   9 a 12",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,2525985.48,7648.39,23/11/2015,0.0140629182,15,0.2643233693
-1.6435326077,42.8031316596,airbnb3499957,https://www.airbnb.es/rooms/3499957,-1.6435326077,42.8031316596,2017-08-14 02:33:31.558000,2017-09-27 21:18:23.906000,airbnb17606183,private_room,1,2,229,1,15,60100017,Milagrosa-Arrosadia,"D 5 Milagrosa (1-12): 1 a 7,   9 a 12",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,2525985.48,7648.39,23/11/2015,0.0138098739,7.5,0.2595672077
-1.6436869871,42.8026989535,airbnb13510464,https://www.airbnb.es/rooms/13510464,-1.6436869871,42.8026989535,2017-08-14 02:34:13.656000,2017-09-27 21:18:27.105000,airbnb77543805,entire_home,3,4,0,8,144,60100017,Milagrosa-Arrosadia,"D 5 Milagrosa (1-12): 1 a 7,   9 a 12",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,2525985.48,7648.39,23/11/2015,0.014250599,36,0.2678509754
-1.6444878301,42.8028929105,airbnb19330828,https://www.airbnb.es/rooms/19330828,-1.6444878301,42.8028929105,2017-08-14 02:33:56.770000,2017-09-27 21:18:31.210000,airbnb105336593,entire_home,3,8,1,3,60,60100017,Azpilagaa,"D 4 (1-26 la 23 no existe): 2, 11, 21, 25",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,656880.44,4521.18,23/11/2015,0.0141291477,7.5,0.2655682048
-1.6468584463,42.8013901596,airbnb13555927,https://www.airbnb.es/rooms/13555927,-1.6468584463,42.8013901596,2017-08-14 02:34:01.062000,2017-09-27 21:18:35.121000,airbnb29890563,private_room,1,2,1,1,150,60100017,Azpilagaa,"D 4 (1-26 la 23 no existe): 2, 11, 21, 25",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,656880.44,4521.18,23/11/2015,0.0160497953,75,0.3016682544
-1.6468922022,42.8019015232,airbnb11163908,https://www.airbnb.es/rooms/11163908,-1.6468922022,42.8019015232,2017-08-14 02:34:13.656000,2017-09-08 04:40:55.790000,airbnb58062239,entire_home,3,5,0,1,150,60100017,Azpilagaa,"D 4 (1-26 la 23 no existe): 2, 11, 21, 25",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,656880.44,4521.18,23/11/2015,0.0155642365,30,0.2925418031
-1.6445784939,42.8010495644,airbnb3431104,https://www.airbnb.es/rooms/3431104,-1.6445784939,42.8010495644,2017-08-14 02:34:17.957000,2017-09-27 21:18:40.668000,airbnb17289813,entire_home,4,5,11,2,350,60100017,Azpilagaa,"D 4 (1-26 la 23 no existe): 2, 11, 21, 25",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,656880.44,4521.18,23/11/2015,0.015970801,70,0.3001834955
-1.6449978709,42.8030938669,airbnb5889643,https://www.airbnb.es/rooms/5889643,-1.6449978709,42.8030938669,2017-08-14 02:33:39.880000,2017-09-27 21:18:44.740000,airbnb19254606,entire_home,3,7,8,1,130,60100017,Azpilagaa,"D 4 (1-26 la 23 no existe): 2, 11, 21, 25",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,656880.44,4521.18,23/11/2015,0.0139999255,18.5714285714,0.2631393733
-1.6460006978,42.802112774,airbnb11163407,https://www.airbnb.es/rooms/11163407,-1.6460006978,42.802112774,2017-08-14 02:34:05.051000,2017-09-27 21:18:48.551000,airbnb58062239,private_room,1,2,13,1,35,60100017,Azpilagaa,"D 4 (1-26 la 23 no existe): 2, 11, 21, 25",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,656880.44,4521.18,23/11/2015,0.0151483912,17.5,0.2847256692
-1.6467586716,42.8029590961,airbnb11164181,https://www.airbnb.es/rooms/11164181,-1.6467586716,42.8029590961,2017-08-14 02:33:35.897000,2017-09-27 21:18:52.037000,airbnb58062239,private_room,1,1,14,1,20,60100017,Azpilagaa,"D 4 (1-26 la 23 no existe): 2, 11, 21, 25",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,656880.44,4521.18,23/11/2015,0.0145093416,20,0.2727142405
-1.6446662043,42.8044466217,airbnb18541623,https://www.airbnb.es/rooms/18541623,-1.6446662043,42.8044466217,2017-08-14 02:33:39.880000,2017-09-27 21:18:56.287000,airbnb67755934,entire_home,3,5,7,1,40,60100017,Azpilagaa,"D 4 (1-26 la 23 no existe): 2, 11, 21, 25",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,656880.44,4521.18,23/11/2015,0.0126125689,8,0.2370629383
-1.6454508736,42.8047273319,airbnb13437952,https://www.airbnb.es/rooms/13437952,-1.6454508736,42.8047273319,2017-08-14 02:34:01.062000,2017-09-27 21:18:59.457000,airbnb76680983,entire_home,1,2,0,3,100,60100017,Azpilagaa,"D 4 (1-26 la 23 no existe): 2, 11, 21, 25",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,656880.44,4521.18,23/11/2015,0.012476678,50,0.2345087646
-1.6464969981,42.8072834932,airbnb16576871,https://www.airbnb.es/rooms/16576871,-1.6464969981,42.8072834932,2017-08-14 02:33:35.897000,2017-09-27 21:19:03.311000,airbnb28959635,entire_home,3,6,21,1,115,60100017,Iturrama,"D 4 Iturrama (1-26, la 23 no existe): 1, 3 a 10, 14 a 20, 22,  24",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,2405438.39,8323.44,23/11/2015,0.0103177673,19.1666666667,0.1939303771
-1.6450112701,42.8057994802,airbnb13862805,https://www.airbnb.es/rooms/13862805,-1.6450112701,42.8057994802,2017-08-14 02:34:01.062000,2017-09-27 21:19:09.014000,airbnb37546096,private_room,1,2,4,1,68,60100017,Azpilagaa,"D 4 (1-26 la 23 no existe): 2, 11, 21, 25",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,656880.44,4521.18,23/11/2015,0.0113377307,34,0.2131013737
-1.6428327226,42.8081539017,airbnb5794568,https://www.airbnb.es/rooms/5794568,-1.6428327226,42.8081539017,2017-08-14 02:34:05.051000,2017-09-27 21:19:12.566000,airbnb26411960,entire_home,1,3,9,2,75,60100017,Milagrosa-Arrosadia,"D 5 Milagrosa (1-12): 1 a 7,   9 a 12",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,2525985.48,7648.39,23/11/2015,0.008769138,25,0.1648226968
