X,Y,id,url,longitude,latitude,found,FEATURE,BARRIO,SECCIONES,URL1,URL2,URL3,URLPDF1,URLPDF2,GEOM_AREA,GEOM_PERI,BEGINLIFE
-1.637978714399343,42.797129370842868,airbnb18138509,https://www.airbnb.es/rooms/18138509,-1.637978714399343,42.797129370842868,2017-08-14 02:33:39.880000,60100017,Milagrosa-Arrosadia,"D 5 Milagrosa (1-12): 1 a 7,   9 a 12",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,2525985.48,7648.39,23/11/2015
-1.637892522364164,42.798040565307872,airbnb4266740,https://www.airbnb.es/rooms/4266740,-1.637892522364164,42.798040565307872,2017-08-14 02:34:27.553000,60100017,Milagrosa-Arrosadia,"D 5 Milagrosa (1-12): 1 a 7,   9 a 12",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,2525985.48,7648.39,23/11/2015
-1.640730636833042,42.797201453666162,airbnb16656456,https://www.airbnb.es/rooms/16656456,-1.640730636833042,42.797201453666162,2017-08-14 02:33:44.181000,60100017,Milagrosa-Arrosadia,"D 5 Milagrosa (1-12): 1 a 7,   9 a 12",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,2525985.48,7648.39,23/11/2015
-1.641621431103306,42.800430569055465,airbnb15468845,https://www.airbnb.es/rooms/15468845,-1.641621431103306,42.800430569055465,2017-08-14 02:33:39.880000,60100017,Milagrosa-Arrosadia,"D 5 Milagrosa (1-12): 1 a 7,   9 a 12",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,2525985.48,7648.39,23/11/2015
-1.640412783567401,42.803317768379301,airbnb17428709,https://www.airbnb.es/rooms/17428709,-1.640412783567401,42.803317768379301,2017-08-28 19:43:27.090000,60100017,Milagrosa-Arrosadia,"D 5 Milagrosa (1-12): 1 a 7,   9 a 12",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,2525985.48,7648.39,23/11/2015
-1.640649002214611,42.803190891187299,airbnb17428712,https://www.airbnb.es/rooms/17428712,-1.640649002214611,42.803190891187299,2017-08-28 19:43:23.133000,60100017,Milagrosa-Arrosadia,"D 5 Milagrosa (1-12): 1 a 7,   9 a 12",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,2525985.48,7648.39,23/11/2015
-1.640840515219922,42.801579976321236,airbnb19308508,https://www.airbnb.es/rooms/19308508,-1.640840515219922,42.801579976321236,2017-08-28 19:43:19.087000,60100017,Milagrosa-Arrosadia,"D 5 Milagrosa (1-12): 1 a 7,   9 a 12",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,2525985.48,7648.39,23/11/2015
-1.642215152828213,42.8027326180244,airbnb17428711,https://www.airbnb.es/rooms/17428711,-1.642215152828213,42.802732618024400,2017-08-28 19:43:30.983000,60100017,Milagrosa-Arrosadia,"D 5 Milagrosa (1-12): 1 a 7,   9 a 12",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,2525985.48,7648.39,23/11/2015
-1.643148548196065,42.802750169760301,airbnb3500111,https://www.airbnb.es/rooms/3500111,-1.643148548196065,42.802750169760301,2017-08-14 02:33:48.049000,60100017,Milagrosa-Arrosadia,"D 5 Milagrosa (1-12): 1 a 7,   9 a 12",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,2525985.48,7648.39,23/11/2015
-1.643073599268625,42.802862433692873,airbnb15475063,https://www.airbnb.es/rooms/15475063,-1.643073599268625,42.802862433692873,2017-08-14 02:33:52.154000,60100017,Milagrosa-Arrosadia,"D 5 Milagrosa (1-12): 1 a 7,   9 a 12",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,2525985.48,7648.39,23/11/2015
-1.643532607687811,42.803131659552385,airbnb3499957,https://www.airbnb.es/rooms/3499957,-1.643532607687811,42.803131659552385,2017-08-14 02:33:31.558000,60100017,Milagrosa-Arrosadia,"D 5 Milagrosa (1-12): 1 a 7,   9 a 12",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,2525985.48,7648.39,23/11/2015
-1.643686987106132,42.802698953454588,airbnb13510464,https://www.airbnb.es/rooms/13510464,-1.643686987106132,42.802698953454588,2017-08-14 02:34:13.656000,60100017,Milagrosa-Arrosadia,"D 5 Milagrosa (1-12): 1 a 7,   9 a 12",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,2525985.48,7648.39,23/11/2015
-1.644487830056873,42.802892910494258,airbnb19330828,https://www.airbnb.es/rooms/19330828,-1.644487830056873,42.802892910494258,2017-08-14 02:33:56.770000,60100017,Azpilagaa,"D 4 (1-26 la 23 no existe): 2, 11, 21, 25",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,656880.44,4521.18,23/11/2015
-1.646858446284942,42.801390159563972,airbnb13555927,https://www.airbnb.es/rooms/13555927,-1.646858446284942,42.801390159563972,2017-08-14 02:34:01.062000,60100017,Azpilagaa,"D 4 (1-26 la 23 no existe): 2, 11, 21, 25",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,656880.44,4521.18,23/11/2015
-1.646892202176304,42.801901523207967,airbnb11163908,https://www.airbnb.es/rooms/11163908,-1.646892202176304,42.801901523207967,2017-08-14 02:34:13.656000,60100017,Azpilagaa,"D 4 (1-26 la 23 no existe): 2, 11, 21, 25",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,656880.44,4521.18,23/11/2015
-1.644578493913436,42.801049564406718,airbnb3431104,https://www.airbnb.es/rooms/3431104,-1.644578493913436,42.801049564406718,2017-08-14 02:34:17.957000,60100017,Azpilagaa,"D 4 (1-26 la 23 no existe): 2, 11, 21, 25",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,656880.44,4521.18,23/11/2015
-1.644997870929399,42.803093866933494,airbnb5889643,https://www.airbnb.es/rooms/5889643,-1.644997870929399,42.803093866933494,2017-08-14 02:33:39.880000,60100017,Azpilagaa,"D 4 (1-26 la 23 no existe): 2, 11, 21, 25",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,656880.44,4521.18,23/11/2015
-1.646000697791405,42.802112773960744,airbnb11163407,https://www.airbnb.es/rooms/11163407,-1.646000697791405,42.802112773960744,2017-08-14 02:34:05.051000,60100017,Azpilagaa,"D 4 (1-26 la 23 no existe): 2, 11, 21, 25",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,656880.44,4521.18,23/11/2015
-1.646758671586025,42.802959096104956,airbnb11164181,https://www.airbnb.es/rooms/11164181,-1.646758671586025,42.802959096104956,2017-08-14 02:33:35.897000,60100017,Azpilagaa,"D 4 (1-26 la 23 no existe): 2, 11, 21, 25",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,656880.44,4521.18,23/11/2015
-1.644666204327842,42.804446621738713,airbnb18541623,https://www.airbnb.es/rooms/18541623,-1.644666204327842,42.804446621738713,2017-08-14 02:33:39.880000,60100017,Azpilagaa,"D 4 (1-26 la 23 no existe): 2, 11, 21, 25",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,656880.44,4521.18,23/11/2015
-1.645450873614967,42.804727331894433,airbnb13437952,https://www.airbnb.es/rooms/13437952,-1.645450873614967,42.804727331894433,2017-08-14 02:34:01.062000,60100017,Azpilagaa,"D 4 (1-26 la 23 no existe): 2, 11, 21, 25",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,656880.44,4521.18,23/11/2015
-1.646496998130186,42.807283493223935,airbnb16576871,https://www.airbnb.es/rooms/16576871,-1.646496998130186,42.807283493223935,2017-08-14 02:33:35.897000,60100017,Iturrama,"D 4 Iturrama (1-26, la 23 no existe): 1, 3 a 10, 14 a 20, 22,  24",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,2405438.39,8323.44,23/11/2015
-1.645476398104917,42.806780437160597,airbnb19552583,https://www.airbnb.es/rooms/19552583,-1.645476398104917,42.806780437160597,2017-08-14 02:33:52.154000,60100017,Azpilagaa,"D 4 (1-26 la 23 no existe): 2, 11, 21, 25",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,656880.44,4521.18,23/11/2015
-1.645011270109051,42.80579948017273,airbnb13862805,https://www.airbnb.es/rooms/13862805,-1.645011270109051,42.805799480172730,2017-08-14 02:34:01.062000,60100017,Azpilagaa,"D 4 (1-26 la 23 no existe): 2, 11, 21, 25",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,656880.44,4521.18,23/11/2015
-1.642832722589442,42.808153901710327,airbnb5794568,https://www.airbnb.es/rooms/5794568,-1.642832722589442,42.808153901710327,2017-08-14 02:34:05.051000,60100017,Milagrosa-Arrosadia,"D 5 Milagrosa (1-12): 1 a 7,   9 a 12",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,2525985.48,7648.39,23/11/2015
-1.642626536125609,42.806757392404052,airbnb19649822,https://www.airbnb.es/rooms/19649822,-1.642626536125609,42.806757392404052,2017-08-14 02:33:52.154000,60100017,Milagrosa-Arrosadia,"D 5 Milagrosa (1-12): 1 a 7,   9 a 12",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,2525985.48,7648.39,23/11/2015
-1.642602752601457,42.805215484664224,airbnb10009031,https://www.airbnb.es/rooms/10009031,-1.642602752601457,42.805215484664224,2017-08-14 02:33:44.181000,60100017,Milagrosa-Arrosadia,"D 5 Milagrosa (1-12): 1 a 7,   9 a 12",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,2525985.48,7648.39,23/11/2015
-1.642386768395493,42.804577448523219,airbnb19761965,https://www.airbnb.es/rooms/19761965,-1.642386768395493,42.804577448523219,2017-08-14 02:33:48.049000,60100017,Milagrosa-Arrosadia,"D 5 Milagrosa (1-12): 1 a 7,   9 a 12",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,2525985.48,7648.39,23/11/2015
-1.642760335450203,42.804563130553326,airbnb2446143,https://www.airbnb.es/rooms/2446143,-1.642760335450203,42.804563130553326,2017-08-14 02:33:44.181000,60100017,Milagrosa-Arrosadia,"D 5 Milagrosa (1-12): 1 a 7,   9 a 12",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,2525985.48,7648.39,23/11/2015
-1.642690099996452,42.805567118242159,airbnb13200893,https://www.airbnb.es/rooms/13200893,-1.642690099996452,42.805567118242159,2017-08-14 02:34:13.656000,60100017,Milagrosa-Arrosadia,"D 5 Milagrosa (1-12): 1 a 7,   9 a 12",http://www.pamplona.es/verPagina.asp?idPag=1521&idioma=1,http://www.pamplona.es/verPagina.asp?idPag=1522&idioma=1,http://www.pamplona.es/srv/opendata/verPagina.aspx?idioma=1&nifEntidad=P3120100G&paginaOpenData=2&cbotipos=2,http://www.pamplona.es/opendatadocs/LibroDem1DEFINITIVO.pdf,http://www.pamplona.es/opendatadocs/LibroDem2DEFINITIVO.pdf,2525985.48,7648.39,23/11/2015
